"","id","19LIB028-19MET452","19LIB028-19MET453","19LIB028-19MET457","19LIB028-19MET458","19LIB028-19MET462","19LIB028-19MET465","19LIB028-19MET466","19LIB028-19MET468","19LIB028-19MET476","19LIB028-19MET479","19LIB028-19MET480","19LIB028-19MET484","19LIB028-19MET485","19LIB028-19MET489","19LIB028-19MET492","19LIB028-19MET493","19LIB028-19MET495","19LIB028-19MET497","19LIB028-19MET506","19LIB028-19MET509","19LIB028-19MET513","19LIB028-19MET514","19LIB028-19MET519","19LIB028-19MET521","19LIB028-19MET522","19LIB028-19MET524","19LIB028-19MET552","19LIB028-19MET555","19LIB028-19MET556","19LIB028-19MET560","19LIB028-19MET562","19LIB028-19MET564","19LIB028-19MET565","19LIB028-19MET567","19LIB028-19MET448","19LIB028-19MET450","19LIB028-19MET451","19LIB028-19MET459","19LIB028-19MET464","19LIB028-19MET467","19LIB028-19MET469","19LIB028-19MET470","19LIB028-19MET471","19LIB028-19MET475","19LIB028-19MET477","19LIB028-19MET478","19LIB028-19MET486","19LIB028-19MET491","19LIB028-19MET494","19LIB028-19MET496","19LIB028-19MET498","19LIB028-19MET499","19LIB028-19MET503","19LIB028-19MET504","19LIB028-19MET505","19LIB028-19MET508","19LIB028-19MET516","19LIB028-19MET523","19LIB028-19MET525","19LIB028-19MET526","19LIB028-19MET527","19LIB028-19MET551","19LIB028-19MET553","19LIB028-19MET554","19LIB028-19MET559","19LIB028-19MET563","19LIB028-19MET566","19LIB028-19MET568","19LIB028-19MET569","19LIB028-19MET447","19LIB028-19MET454","19LIB028-19MET455","19LIB028-19MET456","19LIB028-19MET460","19LIB028-19MET461","19LIB028-19MET463","19LIB028-19MET472","19LIB028-19MET473","19LIB028-19MET474","19LIB028-19MET481","19LIB028-19MET482","19LIB028-19MET483","19LIB028-19MET487","19LIB028-19MET488","19LIB028-19MET490","19LIB028-19MET500","19LIB028-19MET501","19LIB028-19MET502","19LIB028-19MET510","19LIB028-19MET511","19LIB028-19MET512","19LIB028-19MET517","19LIB028-19MET518","19LIB028-19MET520","19LIB028-19MET528","19LIB028-19MET529","19LIB028-19MET550","19LIB028-19MET557","19LIB028-19MET558","19LIB028-19MET561","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"1","b6c4d097909dadb204cc5554f1489a3e",0,0,0,0,0,0,0,0,0,0,0.000499201277955272,0,0,0,0.000802792321116928,0.000337015540161019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129956798145481,0,0,0.000417434862768289,0.000600921412833011,0.00327031985323443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanosphaera",NA
"2","b788f20b6a06f145a05fe80dbc9f5b8e",0.00285003941543872,0,0,0,0,0.00282495154879611,0.00208473652137657,0.00243946512468377,0.00474459028024122,0,0,0,0,0,0.00338568935427574,0,0.00351964698466064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00368572784001752,0.00245273060324754,0,0,0,0,0,0.00236664162283997,0,0.00476458613072292,0.00427134266284494,0.00579518172034109,0,0,0,0,0.00186516651123612,0.00727978645959718,0,0.00632222261248288,0,0,0,0,0,0.00127790083489521,0,0,0.00440528634361234,0.00207662755684768,0.00509694708633283,0.00359516287177252,0.00348648390486197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter",NA
"3","8d042f9cf72a041ba23ae158338e0c45",0,0,0.000548628428927681,0,0,0.000656965476464212,0.000224510086917477,0.00126490784242862,0,0,0.000848642172523962,0.000430045871559633,0.000447995221384305,0.00034952813701503,0.000383944153577661,0,0,0,0.000315993206146068,0.00081702859600086,0.000562714534916437,0.000332047712702102,0.00036955965545669,0,0.000419309188112585,0,0,0,0,0,0,0,0,0,0,0,0.00052780278804061,0,0.000309501702259362,0,0,0.000466853408029879,0,0,0.000563087451812708,0.00174225819142359,0,0.000404367165386171,0,0.00069517908417712,0,0.000541499954875004,0,0,0,0,0,0.000347862385640241,0.000500767844027509,0.000877402887453139,0.000369171352303061,0,0,0,0,0,0,0,0,0,0.000283929585462805,0,0,0,0,0.000301609497957281,0,0.00015535669898086,0,0.000193002288455706,0,0,0.000999607297133269,0.000225896810337038,0.000325,0,0,0,0,0.00125214013747988,0,0,0,0,0.000413891710877827,0.000803729303970423,0.000447770741380413,0,0,0.000374728321966574,"d__Archaea","Thermoplasmatota","Thermoplasmata","Methanomassiliicoccales","Methanomethylophilaceae","Candidatus_Methanomethylophilus",NA
"4","931e4f64ac672910fb50ea2ebae6ee7b",0.000697350069735007,0.00110543770068958,0.000997506234413965,0.0043200850724445,0,0.0100187235160792,0.00471471182526701,0.00600831225153596,0.00456722241929762,0.00292025811313645,0.00149760383386581,0.00176796636085627,0.00209064436646009,0,0.00363001745200698,0.00509267927354428,0.00215381382643412,0.00169638220529687,0,0.000301010535368738,0.00222272241291993,0.00222216546192945,0.000568553316087216,0.000460280500351979,0.000969652497510352,0.00251796525773779,0.00362808290555405,0.00319528081602556,0.00443249165795109,0.00149721611378842,0.00364998559216214,0.00187774867816376,0.00354076732793326,0.00508320726172466,0.00551750380517504,0.00503594496952888,0.00164550280977367,0,0,0.00261200637506641,0.0051150895140665,0.00203414699213019,0.00488354620586025,0,0.00485121496946333,0.00146124880571011,0.00095206556834175,0.000375483796430016,0.000620432924307183,0.000785854616895874,0.00121956348038185,0,0.0024872603736957,0,0.000280987671665906,0,0,0.000208717431384144,0,0,0,0.00245333846449875,0.00164328150676274,0.0039857352632683,0.00332260409095629,0.00383584677631233,0.00419435668373461,0.00353424395835323,0.00270414043798209,0.000808687615526802,0.000347025048898984,0,0,0.00187607204116638,0.00128545364073644,0.00191933316881906,0.000941350981287084,0.000248570718369376,0.00380363300273719,0.00184730761807604,0,0.000728951524723606,0.000357002606119025,0,0.0012,0.00117611351392367,0.00120967741935484,0,0.000417576769883079,0,0.000692500793490493,0.000577846798367583,0,0,0.000790156902584942,0.000707281787493972,0.00348621505789036,0.00317260876393906,0.0017029702970297,0.00284793524694596,"d__Archaea","Thermoplasmatota","Thermoplasmata","Methanomassiliicoccales","Methanomethylophilaceae","uncultured",NA
"5","72d46656d5509cc5ccd940c45e764705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000752475247524752,0.000786929476129806,"d__Bacteria","Planctomycetota","Pla4_lineage","Pla4_lineage","Pla4_lineage","Pla4_lineage",NA
"6","01ece2e98247b80bec855be92f3cfa2e",0.000181917409496089,0.000315839343054166,0,0.00112986840356241,0,0,0,0,0.000487761617594892,0,0,0,0.000485328156499664,0.000161320678622321,0.000279232111692845,0.00131061598951507,0,0.000796261035139346,0.00126397282458427,0,0,0.000204337053970524,0.000113710663217443,0,0,0,0.000849125786406268,0.000819302773339888,0.000249016385278151,0.000187152014223553,0.000624339640764576,0.000642387705687602,0.000533540282291313,0.000302571860816944,0,0.000729847097033172,0.000310472228259182,0,0,0,0.000439578005115089,0,0.000187828700225394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000975116472245296,0,0,0.000150506076682846,0.000321491721588169,0.000447770741380413,0.000251295743678341,0.00146534653465347,0.000449673986359889,"d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula",NA
"7","96be9425802658e4e6a65b9a008756ad",0.000242556545994785,0.00373743222614097,0,0.00066462847268377,0,0,0,0.000361402240693892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000620370032478196,0,0.000717543949566911,0,0,0.000599424552429668,0,0.00105184072126221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000157059839798963,0,0.000224836993179945,"d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","CPla-4_termite_group",NA
"8","de538b4503aa6cb78336f2067daaed3c",0.00215268934570372,0.0015265568247618,0.000598503740648379,0.000531702778147016,0.00102001785031238,0.00476299970436554,0.00064145739119279,0,0.00261617594891806,0.00146012905656823,0,0.000621177370030581,0.00089599044276861,0.000564622375178125,0.00209424083769634,0.00329526305935218,0.00451775583105695,0.000311580405054527,0.000552988110755619,0.000301010535368738,0.000703393168645546,0.000561926898418942,0.000511697984478494,0.00100178697135431,0.000314481891084438,0.000311209189158604,0,0,0,0,0,0,0,0,0.000951293759512938,0.00569280735685874,0.00155236114129591,0.000358771974783455,0,0.000752612006375066,0.000879156010230179,0.000566893424036281,0.00101427498121713,0,0.00342183913024646,0,0.000248364930871761,0,0,0.000423152486020855,0.000252323478699693,0,0.00376122300412521,0.000374712274503506,0.00136981489937129,0,0.001344777122968,0.000521793578460361,0.00073445950457368,0,0.000227182370648038,0.00081777948816625,0,0.000681770505559052,0.000415325511369536,0.000630550155010246,0.000762610306133566,0.0002388002674563,0.000531962053373526,0.00123228589032656,0.00154583885418638,0,0,0.000643224699828473,0.00323436722507879,0.00180965698774369,0.000912825193975354,0,0,0.00096501144227853,0,0.00109342728708541,0.00253471850344508,0.000248486491370742,0.000525,0.000948478640261021,0.000537634408602151,0.00085975825620796,0,0.000434415966064447,0.00216406497965779,0.000577846798367583,0.00122287631885789,0,0.00109116905595063,0,0.000799590609607881,0.000659651327155646,0.000594059405940594,0.00104923930150641,"d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","p-1088-a5_gut_group",NA
"9","62c055834682cd9e7f578b46be16a432",0,0,0,0,0,0,0,0,0.00199538843561547,0.00193113842965475,0.00124800319488818,0,0.000559994026730382,0.000806603393111607,0.000942408376963351,0,0,0.00169638220529687,0,0,0,0,0.000227421326434886,0.000189527264850815,0.000576550133654804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025234637860811,0.000399616368286445,0.00173402694411098,0,0,0.0005197730324425,0.00224807508570786,0,0,0.000206810974769061,0.00117878192534381,0,0,0,0,0,0,0,0,0,0,0,0.00230902443717529,0.000758437618505878,0.00162576043633312,0,0.00162892123377647,0.00163416494171478,0.00281784315598433,0.000975263764518131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00111942685345103,0.0012878906863515,0.00095049504950495,0.00164880461665293,"d__Bacteria","Elusimicrobiota","Endomicrobia","Endomicrobiales","Endomicrobiaceae","Endomicrobium",NA
"10","bf9f6c2cd7d968863f7c3e81fc96bc31",0,0,0,0,0,0,0,0,0.00164065271372827,0.00706514059629787,0,0,0,0,0,0.000786369593709043,0,0.000796261035139346,0.00193545838764467,0.000172006020210707,0,0.000740721820643151,0,0,0.000576550133654804,0,0,0.000819302773339888,0.000796852432890084,0.000561456042670659,0.00100854865046585,0,0.00111558422660911,0.00175491679273828,0,0,0,0,0,0,0,0,0,0,0.00584744661497813,0.00500196706569999,0.00339432072191407,0,0.00141320832758858,0,0.00252323478699693,0.000270749977437502,0,0.00034794711203897,0,0,0,0.000382648624204265,0.000467383321092342,0,0,0,0,0,0,0,0,0,0,0.000269562538508934,0.000757145561234147,0,0.00148578375092861,0.000536020583190395,0,0,0,0.000963211533681332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000415787116996098,0.000973771006753573,0,0.00123660346248969,"d__Bacteria","Elusimicrobiota","Elusimicrobia","Elusimicrobiales","Elusimicrobiaceae","Elusimicrobium",NA
